-0.00481,0.0,-1e-05,0.42012,0.74205,0.0
-0.00481,0.0,-1e-05,0.42012,0.74205,0.52232
-0.00481,0.0,-1e-05,0.42012,0.74205,0.52232
-0.00481,0.0,-1e-05,0.42012,0.74205,0.52232
602.1804,0.0,0.76638,0.42635,0.74205,0.47768
602.1804,0.0,0.76638,0.42635,0.74205,0.47768
602.1804,0.0,0.76638,0.42531,0.74205,0.47768
602.1804,0.0,0.76638,0.42531,0.74205,0.47768
602.18068,0.00028,0.76638,0.42531,0.74382,0.47768
602.18068,0.00028,0.76638,0.42531,0.74382,0.47768
602.18087,0.00058,0.76638,0.42531,0.74382,0.47768
602.18087,0.00058,0.76638,0.42531,0.74382,0.47768
602.18115,0.00086,0.76638,0.42427,0.74735,0.48214
602.18133,0.00085,0.76638,0.42427,0.74558,0.48214
602.18133,0.00085,0.76638,0.42427,0.74558,0.48214
602.18153,0.00114,0.76638,0.42324,0.74735,0.48214
602.18153,0.00114,0.76638,0.42324,0.74735,0.48214
602.18172,0.00143,0.76638,0.42324,0.74912,0.48214
602.18172,0.00143,0.76638,0.42324,0.74912,0.48214
602.1819,0.00142,0.76638,0.4222,0.74735,0.48661
602.1819,0.00142,0.76638,0.4222,0.74735,0.48661
602.18199,0.00141,0.76638,0.4222,0.74735,0.48661
602.18199,0.00141,0.76638,0.4222,0.74735,0.48661
602.18218,0.00154,0.76638,0.42116,0.74735,0.49107
602.18218,0.00154,0.76638,0.42116,0.74735,0.49107
602.18236,0.00153,0.76638,0.42116,0.74735,0.49107
602.18263,0.0015,0.76638,0.42116,0.74912,0.49554
602.18263,0.0015,0.76638,0.42116,0.74912,0.49554
602.1829,0.00147,0.76638,0.42427,0.74735,0.5
602.1829,0.00147,0.76638,0.42427,0.74735,0.5
602.18316,0.00113,0.76638,0.42116,0.74382,0.49554
602.18316,0.00113,0.76638,0.42116,0.74382,0.49554
602.18324,0.00081,0.74971,0.42324,0.74028,0.5
602.18324,0.00081,0.74971,0.42324,0.74028,0.5
602.18332,0.00033,0.7386,0.42635,0.73322,0.51786
602.18332,0.00033,0.7386,0.42635,0.73322,0.51786
602.1834,0.00017,0.7386,0.42324,0.75265,0.50893
602.1834,0.00017,0.7386,0.42427,0.74205,0.50893
602.18369,0.00061,0.76638,0.42427,0.74205,0.50893
602.18386,0.00012,0.74971,0.42116,0.74205,0.50893
602.18386,0.00012,0.74971,0.42116,0.74205,0.50893
602.18421,0.00022,0.74971,0.42531,0.74205,0.51786
602.18421,0.00022,0.74971,0.42531,0.74205,0.51786
602.18436,0.00102,0.7386,0.43568,0.73498,0.51786
602.18436,0.00102,0.7386,0.43568,0.73498,0.51786
602.18463,0.00136,0.7386,0.42116,0.74028,0.51339
602.18463,0.00136,0.7386,0.42116,0.74028,0.51339
602.18431,0.00274,0.7386,0.41494,0.74382,0.51339
602.18431,0.00274,0.7386,0.41494,0.74382,0.51339
602.18334,0.00452,0.75527,0.41805,0.72792,0.51786
602.18334,0.00452,0.75527,0.4139,0.71908,0.52232
602.18235,0.00677,0.75527,0.4139,0.71908,0.52232
602.18185,0.00813,0.74416,0.40768,0.72615,0.52232
602.18185,0.00813,0.74416,0.40768,0.72615,0.52232
602.18164,0.00905,0.75527,0.4056,0.72968,0.52232
602.18164,0.00905,0.75527,0.4056,0.72968,0.52232
602.18143,0.00997,0.76083,0.40664,0.71731,0.52232
602.18143,0.00997,0.76083,0.40664,0.71731,0.52232
602.18123,0.01026,0.75527,0.40664,0.72085,0.52232
602.18123,0.01026,0.75527,0.40664,0.72085,0.52232
602.18114,0.01041,0.76083,0.40768,0.72261,0.52232
602.18114,0.01041,0.76083,0.40768,0.72261,0.52232
602.18123,0.01042,0.76083,0.40871,0.72438,0.52232
602.18123,0.01042,0.76083,0.40975,0.72438,0.52232
602.18122,0.01057,0.76083,0.40975,0.72438,0.52232
602.18121,0.01104,0.76083,0.40975,0.72438,0.52232
602.18121,0.01104,0.76083,0.40975,0.72438,0.52232
602.18121,0.01104,0.76083,0.40975,0.72438,0.52232
602.18121,0.01104,0.76083,0.40975,0.72438,0.52232
602.18102,0.01118,0.76083,0.40871,0.72615,0.52232
602.18102,0.01118,0.76083,0.40871,0.72615,0.52232
602.18073,0.01162,0.76083,0.40768,0.72615,0.52232
602.18073,0.01162,0.76083,0.40768,0.72615,0.52232
602.18064,0.01177,0.76083,0.40768,0.72792,0.52232
602.18064,0.01177,0.76083,0.40768,0.72792,0.52232
602.18083,0.01132,0.76083,0.40871,0.72968,0.51786
602.18104,0.01071,0.76083,0.40975,0.73145,0.51786
602.18104,0.01071,0.76083,0.40975,0.73145,0.51786
602.18114,0.01025,0.76083,0.41079,0.73322,0.51786
602.18114,0.01025,0.76083,0.41079,0.73322,0.51786
602.18125,0.00964,0.76083,0.41079,0.73675,0.51786
602.18125,0.00964,0.76083,0.41079,0.73675,0.51786
602.18136,0.00918,0.76083,0.41183,0.73852,0.51786
602.18156,0.00857,0.76083,0.41183,0.74028,0.51786
602.18156,0.00857,0.76083,0.41183,0.74028,0.51786
602.18165,0.00858,0.76083,0.41286,0.74205,0.51786
602.18174,0.00859,0.76083,0.41286,0.74205,0.51786
602.18174,0.00859,0.76083,0.41286,0.74205,0.51786
602.18174,0.00875,0.76083,0.41286,0.74028,0.51786
602.18174,0.00875,0.76083,0.41286,0.74028,0.51786
602.18181,0.00922,0.76083,0.41286,0.74028,0.51786
602.18181,0.00922,0.76083,0.41286,0.74028,0.51786
602.18181,0.00922,0.76083,0.41286,0.74028,0.51786
602.18181,0.00922,0.76083,0.41286,0.74028,0.51786
602.18181,0.00922,0.76083,0.41286,0.74028,0.51786
602.18182,0.00891,0.76083,0.4139,0.74205,0.52232
602.18182,0.00891,0.76083,0.4139,0.74205,0.52232
602.18201,0.00893,0.76083,0.4139,0.74205,0.52232
602.18201,0.00893,0.76083,0.4139,0.74205,0.52232
602.18219,0.00879,0.76083,0.41494,0.74205,0.52232
602.18219,0.00879,0.76083,0.41494,0.74205,0.52232
602.18238,0.00865,0.76083,0.41598,0.74205,0.52232
602.18238,0.00865,0.76083,0.41598,0.74205,0.52232
602.18266,0.00853,0.76083,0.41805,0.74205,0.52232
602.18266,0.00853,0.76083,0.41805,0.74205,0.52232
602.18293,0.0084,0.76083,0.41909,0.74382,0.52232
602.18293,0.0084,0.76083,0.42012,0.74382,0.52232
602.18331,0.00812,0.76083,0.42012,0.74382,0.52232
602.18358,0.00799,0.76083,0.42116,0.74382,0.52232
602.18358,0.00799,0.76083,0.42116,0.74382,0.52232
602.18387,0.00771,0.76083,0.42324,0.74558,0.52232
602.18387,0.00771,0.76083,0.42324,0.74558,0.52232
602.18435,0.00697,0.76083,0.42531,0.74912,0.52232
602.18435,0.00697,0.76083,0.42531,0.74912,0.52232
602.18463,0.00669,0.76083,0.42531,0.74912,0.52232
602.18463,0.00669,0.76083,0.42531,0.74912,0.52232
602.18491,0.0064,0.76083,0.42635,0.75088,0.52232
602.18491,0.0064,0.76083,0.42531,0.74912,0.52232
602.18491,0.0064,0.76083,0.42531,0.74912,0.52232
602.18473,0.00638,0.76083,0.42427,0.74912,0.52679
602.18473,0.00638,0.76083,0.42427,0.74912,0.52679
602.18464,0.00622,0.76083,0.42324,0.74912,0.52679
602.18464,0.00622,0.76083,0.42324,0.74912,0.52679
602.18465,0.00591,0.76083,0.42324,0.75088,0.52232
602.18465,0.00591,0.76083,0.42324,0.75088,0.52232
602.18457,0.00574,0.76083,0.4222,0.75088,0.52679
602.18457,0.00574,0.76083,0.4222,0.75088,0.52679
602.18449,0.00526,0.76083,0.4222,0.75088,0.52679
602.18449,0.00526,0.76083,0.42116,0.75088,0.52679
602.1845,0.00511,0.76083,0.42116,0.75088,0.52679
602.18442,0.00479,0.76083,0.42116,0.75088,0.52679
602.18442,0.00479,0.76083,0.42116,0.75088,0.52679
602.18442,0.00479,0.76083,0.42116,0.75088,0.52679
602.18442,0.00479,0.76083,0.42012,0.75088,0.52679
602.18433,0.00462,0.76083,0.42012,0.75088,0.52679
602.18433,0.00462,0.76083,0.42012,0.74912,0.52679
602.18433,0.00462,0.76083,0.42012,0.74912,0.52679
602.18424,0.00461,0.76083,0.42012,0.74912,0.52679
602.18406,0.00475,0.76083,0.42012,0.74735,0.52679
602.18406,0.00475,0.76083,0.41909,0.74735,0.52679
602.18406,0.00475,0.76083,0.41909,0.74735,0.52679
602.18386,0.00504,0.76083,0.41909,0.74558,0.52679
602.18386,0.00504,0.76083,0.41909,0.74558,0.52679
602.18377,0.00504,0.76083,0.41909,0.74558,0.52679
602.18369,0.00487,0.76083,0.41909,0.74558,0.52232
602.18369,0.00487,0.76083,0.41909,0.74558,0.52232
602.18371,0.00425,0.76083,0.41909,0.74558,0.52679
602.18371,0.00425,0.76083,0.41909,0.74558,0.52679
602.18353,0.00407,0.76083,0.41909,0.74558,0.52232
602.18353,0.00407,0.76083,0.41805,0.74558,0.52232
602.18327,0.00389,0.76083,0.41805,0.74558,0.52232
602.18318,0.00372,0.76083,0.41701,0.74558,0.52232
602.18318,0.00372,0.76083,0.41701,0.74558,0.52232
602.18301,0.00355,0.76083,0.41701,0.74558,0.52232
602.18301,0.00355,0.76083,0.41701,0.74558,0.52232
602.18301,0.00355,0.76083,0.41701,0.74558,0.52232
602.18301,0.00355,0.76083,0.41701,0.74558,0.52232
602.18283,0.00338,0.76083,0.41598,0.74382,0.52232
